,artist_name,song_name,score,chart_index,year,decade
385,משינה,הכוכבים דולקים על אש קטנה,0.45323741007194246,38,1991,1990
386,רוקפור,שוב לא שקט,0.5481283422459893,23,1991,1990
387,טיפקס,הרבי ג'ו כפרה,0.5688073394495413,8,1992,1990
388,ירון חדד,זודיאק,0.4864,5,1992,1990
389,שלמה ארצי ועמיר לב,אני בא,0.4590347923681257,3,1992,1990
390,קורין אלאל,זן נדיר,0.36436170212765956,9,1992,1990
391,אתניX,תותים,0.45365168539325845,2,1992,1990
392,מאיר בנאי,וביניהם,0.649616368286445,12,1992,1990
393,יזהר אשדות,איש השוקולד,0.7,11,1992,1990
394,יזהר אשדות,הלילות שלנו,0.5233160621761658,13,1992,1990
395,ירדנה ארזי,ילדה יחפה,0.4991055456171735,7,1992,1990
396,שלמה ארצי,ירח,0.6588003933136677,20,1992,1990
397,דפנה דקל,זה רק ספורט,0.502092050209205,17,1992,1990
398,גלי עטרי,חזקה מהרוח,0.5804794520547946,6,1992,1990
399,שפיות זמנית,פרחים לבנים,0.6923076923076923,26,1992,1990
400,מאיר בנאי,שער הרחמים,0.562874251497006,14,1992,1990
401,יזהר אשדות,מה תאמרי,0.6027874564459931,21,1992,1990
402,דרמה,מסכה,0.8767908309455588,22,1992,1990
403,אתניX,שיר ישן,0.5714285714285714,15,1992,1990
404,מיקיאגי,רציתי להחליף,0.4742138364779874,27,1992,1990
405,שלמה ארצי,ואלס בחמש ושלושים,0.7079889807162535,32,1992,1990
406,יזהר אשדות,מלך שלך,0.6263399693721287,31,1992,1990
407,ירדנה ארזי,שיר אישה בחורף,0.36996336996337,19,1992,1990
408,גלי עטרי,ביום שאחרי,0.6719681908548708,33,1992,1990
409,ריטה,חיזיון מקומי,0.7651757188498403,34,1992,1990
410,דוד ד'אור,סוס ללא רוכב,0.7126436781609196,39,1992,1990
411,דוד ד'אור,שמור על העולם,0.7209302325581395,8,1993,1990
412,משינה,נגעה בשמיים,0.5256124721603563,13,1993,1990
413,יהודית רביץ,תמונה,0.8193384223918575,14,1993,1990
414,אתי אנקרי,קראת לי אסתר,0.8110599078341014,3,1993,1990
415,משינה,גברת שרה השכנה,0.7444976076555024,17,1993,1990
416,דוד ד'אור,אני עף,0.5263157894736842,12,1993,1990
417,אתי אנקרי,אושר ועושר,0.5463917525773195,19,1993,1990
418,סטלה מאריס,לילה טוב,0.6895238095238095,16,1993,1990
419,אביב גפן והתעויוט,עכשיו מעונן,0.4717607973421927,9,1993,1990
420,דוד ד'אור,פרפר,0.712166172106825,24,1993,1990
421,אחינועם ניני,הוא,0.27495107632093935,29,1993,1990
422,דני רובס,אני מדבר,0.7162426614481409,32,1993,1990
423,אביב גפן והתעויוט,שיר הסמרטוטים,0.7624113475177305,20,1993,1990
424,עוזי חיטמן,אהבה זה כל הסיפור,0.6647919010123734,37,1993,1990
425,אלון אולארצ'יק,החיים קשים,0.4472140762463343,40,1993,1990
426,לאה לופטין,מתנה,0.44508670520231214,39,1993,1990
427,אביב גפן,האם להיות בך מאוהב,0.5439429928741093,1,1994,1990
428,אביב גפן,כבוד,0.6062176165803109,11,1994,1990
429,אריק איינשטיין,לבכות לך,0.6944444444444444,12,1994,1990
430,זקני צפת,שישי שבת,0.3761467889908257,7,1994,1990
431,שרון חזיז,השמיים של יוליה,0.7099236641221374,9,1994,1990
432,גלי עטרי,סימנים,0.525233644859813,15,1994,1990
433,ג'ינג'יות,L.A.,0.32951070336391436,10,1994,1990
434,גלי עטרי,שיר שיביא לך אהבה,0.37602820211515864,5,1994,1990
435,איפה הילד?,לבן בחלום שחור,0.4434782608695652,18,1994,1990
436,אסף אמדורסקי,אהבה חדשה,0.6666666666666666,17,1994,1990
437,סטלה מאריס,משחקים אסורים,0.4853658536585366,24,1994,1990
438,גלי עטרי,מתחת לפני השטח,0.4406779661016949,25,1994,1990
439,קרן הכט ואביב גפן,זה הרגש,0.5762331838565022,21,1994,1990
440,יזהר אשדות,הירושימה שלי,0.5975609756097561,27,1994,1990
441,ריקי גל,יש לי חולשה לרקדנים,0.8366890380313199,16,1994,1990
442,יהודית רביץ,אני משם,0.8184931506849316,32,1994,1990
443,ג'ינג'יות,ג'ינג'יות,0.6882352941176471,19,1994,1990
444,ריקי גל,היי שקטה,0.5419847328244275,31,1994,1990
445,יהודית רביץ,הגננים היום עצובים,0.8947368421052632,38,1994,1990
446,טיפקס,זמנים קטנים,0.5516279069767441,40,1994,1990
447,אתניX,קולה של ננה גפוס,0.7373417721518988,26,1994,1990
448,סי היימן,חצי עולם,0.5181476846057572,37,1994,1990
449,סי היימן,לב כזה,0.613607188703466,39,1994,1990
450,ריטה,ערב כחול עמוק,0.55078125,2,1995,1990
451,דנה אינטרנשיונל,ישנן בנות,0.5258278145695364,4,1995,1990
452,אריק איינשטיין,בגללך,0.5070422535211268,12,1995,1990
453,אבטיפוס,תשאירי לי מקום לחבק אותך,0.6165644171779141,6,1995,1990
454,החברים של נטאשה,עכשיו אני,0.44144144144144143,14,1995,1990
455,דנה אינטרנשיונל,אני לא יכולה בלעדיך,0.5655526992287918,5,1995,1990
456,ריטה,האם אתה מאושר,0.6265060240963856,16,1995,1990
457,אבטיפוס,בוקר טוב עולם,0.4491620111731844,17,1995,1990
458,שלום חנוך,לאט לאט,0.6414048059149723,18,1995,1990
459,ריטה,ציפור זרה,0.6600361663652803,21,1995,1990
460,קלינשטיין והמועצה,תפוחים ותמרים,0.5782945736434109,1,1995,1990
461,ליאורה,אמן,0.618421052631579,8,1995,1990
462,אביב גפן והתעויוט,שומקום,0.7299107142857143,13,1995,1990
463,משינה,להתראות נעורים שלום אהבה,0.70727969348659,27,1995,1990
464,דנה אינטרנשיונל,נוסעת לפטרה,0.7818181818181819,25,1995,1990
465,קלינשטיין והמועצה,הבוקר את הולכת,0.7746113989637305,15,1995,1990
466,ריטה,שירת הסירנה,0.7125748502994012,30,1995,1990
467,טיפקס,התחנה הישנה,0.6797752808988764,35,1995,1990
468,משינה,מילים ועוד מילים,0.55,36,1995,1990
469,אתניX,הנסיך הקטן,0.7120954003407155,22,1995,1990
470,יגאל בשן,איתך,0.5346097201767305,39,1995,1990
471,ליאורה,בנו של השטן,0.384,31,1995,1990
472,יזהר אשדות,הבלדה על...,0.8056478405315615,37,1995,1990
473,שלמה ארצי,האהבה הישנה,0.676948051948052,7,1996,1990
474,ריטה,עד שתעזוב,0.5268389662027833,5,1996,1990
475,שלמה ארצי,היא לא יודעת מה עובר עליי,0.5421686746987951,11,1996,1990
476,ריטה,ארץ מולדת,0.6325167037861915,13,1996,1990
477,אתניX,תביא קצת דינרוס,0.5821138211382114,12,1996,1990
478,יהודה פוליקר,לא יודע,0.5368956743002544,15,1996,1990
479,סיון שביט,נשקי אותי,0.6382660687593423,6,1996,1990
480,פבלו רוזנברג,בדמעות שאת בוכה,0.6057441253263708,10,1996,1990
481,שלמה ארצי,מנגב לך ת'דמעות,0.4383916990920882,4,1996,1990
482,"שב""ק ס'",מכופף הבננות,0.7277664630006789,21,1996,1990
483,אביב גפן והתעויוט,המכתב,0.49665551839464883,8,1996,1990
484,אביב גפן והתעויוט,עונות,0.8335625859697386,3,1996,1990
485,שלמה ארצי וריטה,שניים,0.4066147859922179,1,1996,1990
486,אביב גפן והתעויוט,קנאה,0.6126279863481229,16,1996,1990
487,ברי סחרוף,מפנה מקום,0.5424628450106157,27,1996,1990
488,טיפקס,היא,0.7255639097744361,28,1996,1990
489,סיון שביט,הכחול האפור הזה,0.8201438848920863,23,1996,1990
490,אביב גפן והתעויוט,מרד הדמעות,0.7575757575757576,20,1996,1990
491,ג'וני שועלי,עכשיו,0.699812382739212,24,1996,1990
492,יהודה פוליקר ויעקב גלעד,נמס בגשם,0.6464995678478824,26,1996,1990
493,רמי קלינשטיין,כל מה שתרצי,0.6324404761904762,1,1997,1990
494,אייל גולן,לב של גבר,0.5908372827804107,3,1997,1990
495,יהודה פוליקר,פנים אל מול פנים,0.5774058577405857,8,1997,1990
496,טיפקס,עוד שבת,0.5586510263929618,5,1997,1990
497,טיפקס,סתם,0.4904805077062557,9,1997,1990
498,אביתר בנאי,מתי נתנשק,0.7752808988764045,10,1997,1990
499,יהודה פוליקר,דברים שרציתי לומר,0.6153846153846154,13,1997,1990
500,אהוד בנאי,מהרי נא,0.4642184557438795,17,1997,1990
501,"שב""ק ס'",תתקעו בחצוצרה,0.6802721088435374,14,1997,1990
502,נמרוד והבודדים,בורח,0.5753424657534246,19,1997,1990
503,איגי וקסמן,לא מחכה יותר לדוור,0.6756756756756757,12,1997,1990
504,היי פייב,יום מעונן,0.5082872928176796,7,1997,1990
505,אביב גפן,שיר תקווה,0.49372384937238495,21,1997,1990
506,היי פייב,אני,0.7170626349892009,20,1997,1990
507,טיפקס ושרית חדד,למה הלכת ממנו,0.5652173913043478,15,1997,1990
508,אביתר בנאי ואפרת בן צור,שמתי לי פודרה,0.5,16,1997,1990
509,איפה הילד? ואיגי וקסמן,רק בשביל לקבל חיבוק,0.7362385321100917,23,1997,1990
510,אייל גולן ואתניX,צאי אל החלון,0.4862700228832952,2,1997,1990
511,יובל בנאי,לא יכול לעצור את זה,0.41601779755283647,24,1997,1990
512,אביב גפן וברי סחרוף,סוף העולם,0.5024509803921569,18,1997,1990
513,קרח תשע,איתו לנצח,0.41695501730103807,28,1997,1990
514,דנה אינטרנשיונל,דון קיחוטה,0.6408977556109726,26,1997,1990
515,דני סנדרסון,הלא נודע,0.4015748031496063,33,1997,1990
516,אביתר בנאי,כלום לא עצוב,0.6184895833333334,37,1997,1990
517,כשניקו תתחיל לדבר,צל כבד,0.6338582677165354,39,1997,1990
518,נורית גלרון,אין מדינה לאהבה,0.7891737891737892,40,1997,1990
519,יהודית רביץ,איזו מין ילדה,0.574468085106383,34,1997,1990
520,ריקי גל ומתי כספי,היא שלו והוא שלה,0.7647058823529411,32,1997,1990
521,אייל גולן,דמעות,0.694672131147541,1,1998,1990
522,אייל גולן,יפה שלי,0.5100671140939598,3,1998,1990
523,עברי לידר,תמיד אהבה,0.6088154269972452,8,1998,1990
524,דודי לוי ואהוד בנאי,כל הזמן שבעולם,0.4981481481481482,12,1998,1990
525,בן ארצי,חיים משל עצמי,0.5322033898305085,9,1998,1990
526,שרית חדד,הכול סגור,0.6092184368737475,15,1998,1990
527,חיים משה,התמונות שבאלבום,0.46365914786967416,7,1998,1990
528,אריאל הורוביץ,יאללה ביי,0.46524064171123,14,1998,1990
529,אביב גפן והתעויוט,השיר שלנו,0.38461538461538464,13,1998,1990
530,בן ארצי ושלמה ארצי,17,0.5071574642126789,4,1998,1990
531,זהבה בן,זמר שלוש התשובות,0.6926952141057935,25,1998,1990
532,עברי לידר,לאונרדו,0.6186186186186187,28,1998,1990
533,בן ארצי,כנראה שאהבתי אותך,0.5793103448275863,30,1998,1990
534,פבלו רוזנברג,בין ערביים,0.5273972602739726,29,1998,1990
535,שלמה ארצי,לעיתים,0.572202166064982,32,1998,1990
536,מיכל אמדורסקי,חייל שלי,0.8169934640522876,23,1998,1990
537,מיכה שטרית,טבריה,0.6122778675282714,17,1998,1990
538,עברי לידר,אף אחד משנינו,0.503382949932341,38,1998,1990
539,רונית שחר,בלילות הקיץ החמים,0.6295081967213115,33,1998,1990
540,דנה ברגר,חמימות חולפת,0.7068493150684931,31,1998,1990
541,פרה קדושה,שמש,0.4531590413943355,34,1998,1990
542,שלמה ארצי,אנחנו לא צריכים,0.6058931860036832,8,1999,1990
543,כנסיית השכל,היינו עושים אהבה,0.5810055865921788,9,1999,1990
544,שרית חדד,כמו סינדרלה,0.6342494714587738,2,1999,1990
545,ריטה,תפתח חלון,0.5569272976680384,3,1999,1990
546,כנסיית השכל,למיה יש אקדח,0.6783625730994152,11,1999,1990
547,אייל גולן,בעירי,0.6527777777777778,13,1999,1990
548,טיפקס,סמי וסומו,0.797799174690509,16,1999,1990
549,עברי לידר,בחולצת פסים,0.6242905788876277,17,1999,1990
550,ברי סחרוף,עבדים,0.6363636363636364,18,1999,1990
551,טיפקס ושרית חדד,כשאני איתך אני כמו דג,0.5319148936170213,7,1999,1990
552,אייל גולן,הסתכלי אליי,0.6694915254237288,4,1999,1990
553,אייל גולן,לב חולה,0.5655080213903744,21,1999,1990
554,ברי סחרוף,ככה זה (לאהוב אותך),0.538135593220339,12,1999,1990
555,מאור כהן,הכי יפה בעולם,0.4847328244274809,20,1999,1990
556,אביב גפן והתעויוט,מקסיקו,0.37094155844155846,10,1999,1990
557,ריטה,או שכן או שלא,0.686046511627907,27,1999,1990
558,השמחות,יהודה יהודה,0.13315460232350312,22,1999,1990
559,ריטה,המכתב הראשון,0.6989079563182528,32,1999,1990
560,עדן,יום הולדת,0.3851508120649652,6,1999,1990
561,גאיה,שיר לאהבה,0.8328358208955224,14,1999,1990
562,עברי לידר,יותר טוב כלום,0.5947368421052631,36,1999,1990
563,אריק איינשטיין ושלום חנוך,שמור על עצמך,0.5057096247960848,33,1999,1990
564,היי פייב,ממשיך לצעוד,0.5793573515092503,34,1999,1990
565,מאור כהן,מה ידוע על היום הזה,0.6873156342182891,35,1999,1990
566,ג'ירפות,וואו,0.5170731707317073,40,1999,1990
567,אריאל זילבר,מסך עשן,0.6163366336633663,31,1999,1990
568,אריק איינשטיין ושלום חנוך,כל אחד רוצה,0.4862681744749596,26,1999,1990
569,מאיר בנאי וארקדי דוכין,אהבה קצרה,0.8513274336283185,38,1999,1990
570,קורין אלאל ואביתר בנאי,כשזה עמוק,0.4340344168260038,28,1999,1990
571,יהודית רביץ,געגוע,0.8780487804878049,10,2000,2000
572,שלמה ארצי,נוף ילדות,0.4475873544093178,7,2000,2000
573,טיפקס,שלוש בלילה,0.5543237250554324,11,2000,2000
574,שלומי שבן,אריק,0.4748743718592965,12,2000,2000
575,לולה,ימים של שקט,0.6596958174904943,9,2000,2000
576,זהבה בן,מלך אמיתי,0.398989898989899,15,2000,2000
577,שרית חדד,לעשות מה שבא לי,0.6620879120879121,18,2000,2000
578,דנה ברגר,לומדת לעוף,0.454172366621067,17,2000,2000
579,"שב""ק ס'",נופל וקם,0.5041025641025642,21,2000,2000
580,אביב גפן והתעויוט,עורי עור,0.46176470588235297,8,2000,2000
581,חמי רודנר ושליחי הבלוז,גאולה,0.6173361522198731,3,2000,2000
582,יזהר אשדות וברי סחרוף,זמן קסם,0.5972222222222222,20,2000,2000
583,זהבה בן,להשתגע,0.36160188457008247,28,2000,2000
584,ליאור נרקיס ושלומי שבת,לכל אחד יש,0.46904024767801855,1,2000,2000
585,שלמה ארצי ויעל דקלבאום,לא יודע מה עובר לך בראש,0.5009523809523809,22,2000,2000
586,ערן צור,לילות של ירח מלא,0.7408256880733946,27,2000,2000
587,נורית גלרון,אתה הולך לישון מוקדם,0.47327249022164275,23,2000,2000
588,תמר גלעדי,האהבה מתה,0.7783641160949868,24,2000,2000
589,אסף אמדורסקי,15 דקות,0.6094488188976378,34,2000,2000
590,יהודית רביץ,בך לא נוגע,0.5594262295081968,38,2000,2000
591,טל גורדון ורונה קינן,כמו שיורד גשם,0.7881773399014779,36,2000,2000
592,רונית שחר,נורית,0.38120567375886527,40,2000,2000
593,ערן צור,הוא והיא,0.6477987421383647,39,2000,2000
594,רוקפור ואביב גפן,שוב לא שקט,0.5481283422459893,37,2000,2000
595,כנסיית השכל,תגידי שטוב,0.42955326460481097,7,2001,2000
596,שרית חדד,יאללה לך הביתה מוטי,0.6525547445255474,1,2001,2000
597,טיפקס,יושבים בבית קפה,0.4629349470499244,2,2001,2000
598,אייל גולן,מיליון או דולר,0.7013782542113323,5,2001,2000
599,אייל גולן,צליל מיתר,0.639751552795031,11,2001,2000
600,ריטה ורמי קלינשטיין,ימי התום,0.7616387337057728,12,2001,2000
601,ארקדי דוכין,היא לא דומה,0.7901234567901234,6,2001,2000
602,שרית חדד,תשתוק תשתוק,0.7414141414141414,17,2001,2000
603,אלי לוזון,לגעת באושר,0.754863813229572,8,2001,2000
604,מיכה שטרית,נמנע ממך,0.47309833024118736,14,2001,2000
605,אריק איינשטיין ושלום חנוך,אגדת דשא,0.7940528634361234,18,2001,2000
606,שרית חדד,אשליות מתוקות,0.655819774718398,21,2001,2000
607,טיפקס,כמו לפני 20 שנה,0.6151315789473685,22,2001,2000
608,אייל גולן,הריקוד הוא שלך,0.5747330960854092,24,2001,2000
609,כנסיית השכל,תרימי את הראש,0.3351851851851852,25,2001,2000
610,ארקדי דוכין,אוהבת לא אוהבת,0.6180422264875239,4,2001,2000
611,דוד ד'אור,כל הכוכבים,0.2867231638418079,3,2001,2000
612,שי עמר,באושר ובעוני,0.46462264150943394,10,2001,2000
613,אביב גפן והתעויוט עם אריק איינשטיין,יומן מסע,0.6308411214953271,13,2001,2000
614,דנה ברגר,יש בזה טעם,0.7653333333333333,31,2001,2000
615,שלומי שבן,כולם אומרים,0.4226618705035971,32,2001,2000
616,מוניקה סקס,איש קש,0.4238095238095238,36,2001,2000
617,יהודית רביץ,כמו עפיפון,0.5877862595419847,40,2001,2000
618,הדג נחש ומזי כהן,אף אחד,0.44869402985074625,29,2001,2000
619,שלומי שבת,הרי את מקודשת,0.6956521739130435,8,2002,2000
620,שרית חדד,נדליק ביחד נר,0.65625,2,2002,2000
621,שרית חדד,לראות את הכאב,0.7108433734939759,12,2002,2000
622,שלמה ארצי,על פי תנועת הרכבות,0.4894977168949772,6,2002,2000
623,שלמה ארצי,בשקט בשקט,0.677037037037037,11,2002,2000
624,עברי לידר,בתי קפה,0.6290143964562569,14,2002,2000
